projectId,job_title,job_description,tags,client_state,client_country,client_average_rating,client_review_count,min_price,max_price,avg_price,currency,rate_type,job_scope,skill_level,work_environment
441,Partial house demo,Demolish room for renovation. Can be scheduled for next week.,"['demolition', 'removal', 'hauling']",Quezon City,Philippines,4.1,21,1667,2280,1973,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
368,Bee hive removal,Remove bee hive from tree. Can be scheduled for next week.,"['pest control', 'extermination', 'treatment']",Caloocan City,Philippines,3.6,27,6905,12121,9513,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
150,Interior full house paint,Complete interior repainting of house. Need experienced professional.,"['coating', 'finishing', 'repainting', 'painting']",Antipolo City,Philippines,4.3,33,4198,7465,5831,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
89,Office cleaning,Daily office cleaning service for office space.,"['cleaning', 'housekeeping', 'sanitization']",Quezon City,Philippines,4.6,25,896,1377,1136,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
449,Winter closing,Prepare pool for off season. Already have the materials.,"['maintenance', 'pool', 'repair', 'cleaning']",Cebu City,Philippines,4.3,8,764,1343,1053,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
417,Cabinet removal,Remove old kitchen cabinets. Can be scheduled for next week.,"['removal', 'teardown', 'demolition']",Malabon City,Philippines,4.9,6,6729,12190,9459,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
500,CCTV installation,Install 4-camera CCTV system. Need experienced professional.,"['alarm', 'security', 'installation', 'CCTV']",Cebu City,Philippines,4.4,13,1552,2277,1914,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
63,Repair damaged flooring,Wooden floor boards damaged from water leak. Please message for viewing.,"['construction', 'carpentry', 'wood', 'furniture']",Makati City,Philippines,3.5,46,1823,2214,2018,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
80,Repair damaged flooring,Wooden floor boards damaged from water leak. Need to purchase materials.,"['construction', 'carpentry', 'wood']",San Juan City,Philippines,3.6,35,625,896,760,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
248,Fix cabinet hinges,Multiple cabinet hinges loose or broken. Please message for viewing.,"['home improvement', 'maintenance', 'repair']",Marikina City,Philippines,4.7,14,2376,3888,3132,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
125,Install ventilation fan,Install attic ventilation fans.,"['cooling', 'aircon', 'ventilation']",Taguig City,Philippines,4.0,17,20697,36526,28611,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
141,Interior full house paint,Complete interior repainting of house.,"['painting', 'coating', 'repainting']",Quezon City,Philippines,4.7,42,49086,69350,59218,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
68,Repair damaged flooring,Wooden floor boards damaged from water leak. Price is negotiable.,"['furniture', 'carpentry', 'construction']",Zamboanga City,Philippines,3.6,45,8772,15332,12052,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
283,Replace damaged tiles,Several roof tiles cracked or missing. Price is negotiable.,"['roofing', 'installation', 'repair']",Mandaluyong City,Philippines,3.7,12,1772,2194,1983,PHP,fixed,MINOR_REPAIR,EXPERT,OUTDOOR
14,Install new shower head,Need to install a new rain shower head in the bathroom. Please message for viewing.,"['water', 'plumbing']",Cebu City,Philippines,4.2,18,38877,84640,61758,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
371,Snake removal,Snake found in property. Need removal. Very urgent - need ASAP.,"['treatment', 'extermination', 'pest control']",Las Pinas City,Philippines,3.5,47,1105,1401,1253,PHP,fixed,MINOR_REPAIR,EXPERT,OUTDOOR
134,Smart thermostat install,Install programmable smart thermostat. Already have the materials.,"['ventilation', 'HVAC']",Antipolo City,Philippines,4.1,32,585,966,775,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
69,Repair broken door,Bedroom door hinge broken and door won't close properly. Please message for viewing.,"['wood', 'carpentry']",Malabon City,Philippines,3.9,32,8851,15653,12252,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
407,Storage unit move,Move contents of storage unit. Can be scheduled for next week.,"['hauling', 'relocation', 'moving']",Marikina City,Philippines,3.5,26,8956,12958,10957,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
85,Window cleaning high-rise,Clean exterior windows condo unit. Price is negotiable.,"['sanitization', 'housekeeping', 'maintenance']",Malabon City,Philippines,4.1,6,401,541,471,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
174,Patio construction,Build concrete patio 4x4 meters. Price is negotiable.,"['masonry', 'construction']",Paranaque City,Philippines,3.9,25,7150,11062,9106,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
194,Foundation repair,Repair cracked foundation. Need to purchase materials.,"['construction', 'masonry', 'concrete']",Mandaluyong City,Philippines,5.0,46,1409,1981,1695,PHP,fixed,MINOR_REPAIR,EXPERT,OUTDOOR
284,Replace damaged tiles,Several roof tiles cracked or missing. Please message for viewing.,"['installation', 'waterproofing', 'repair']",Las Pinas City,Philippines,3.9,12,31447,62047,46747,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,INDOOR
363,Cockroach control,Cockroach problem throughout house. Need to purchase materials.,"['treatment', 'extermination', 'prevention']",Taguig City,Philippines,3.9,25,915,1178,1046,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
306,Fix sagging roof,Roof section is sagging. Need reinforcement. Very urgent - need ASAP.,"['roofing', 'waterproofing']",Pasay City,Philippines,3.5,29,66469,134350,100409,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
319,Garden design,Design and plant small garden. Very urgent - need ASAP.,"['landscaping', 'outdoor']",San Juan City,Philippines,4.1,38,726,1084,905,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
246,Fix squeaky floor,Multiple floor boards squeaking. Already have the materials.,"['repair', 'maintenance', 'handyman']",San Juan City,Philippines,4.0,40,22096,45550,33823,PHP,fixed,MAJOR_RENOVATION,ENTRY,INDOOR
303,Roof insulation,Add insulation under roof. Need to purchase materials.,"['roofing', 'waterproofing']",Pasig City,Philippines,3.9,31,1071,1689,1380,PHP,fixed,MINOR_REPAIR,EXPERT,OUTDOOR
235,Replace ceiling tiles,Several ceiling tiles water damaged.,"['repair', 'home improvement']",Taguig City,Philippines,4.5,14,4710,8587,6648,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
282,Fix TV,LCD TV has lines on screen. Price is negotiable.,"['repair', 'appliance', 'maintenance', 'electronics']",Manila,Philippines,4.4,15,1002,1706,1354,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
151,Paint bedroom,Repaint master bedroom walls. Approximately 20sqm. Price is negotiable.,"['finishing', 'coating', 'painting']",Pasay City,Philippines,3.5,48,1119,1881,1500,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
477,Electric fence,Install electric fence system.,"['security', 'CCTV', 'installation', 'alarm']",Taguig City,Philippines,3.6,22,26678,45613,36145,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
266,Fix aircon,Aircon compressor not starting. Price is negotiable.,"['repair', 'appliance']",Pasay City,Philippines,3.6,4,982,1354,1168,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
188,Build retaining wall,Construct retaining wall for sloped property. Very urgent - need ASAP.,"['masonry', 'construction', 'tiles']",Antipolo City,Philippines,3.9,50,19709,30916,25312,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
387,Local house move,Move 2BR apartment within city. Need to purchase materials.,"['delivery', 'relocation']",Pasay City,Philippines,4.1,16,4745,9192,6968,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
94,Disinfection service,Full house disinfection and sanitization. Can be scheduled for next week.,"['cleaning', 'sanitization', 'maintenance', 'housekeeping']",Manila,Philippines,4.7,18,2348,4631,3489,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
331,Paver installation,Install pavers for garden pathway.,"['plants', 'outdoor']",Navotas City,Philippines,4.3,4,29913,50021,39967,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
428,Bathroom demo,Gut bathroom for renovation. Need to purchase materials.,"['demolition', 'teardown', 'removal', 'hauling']",Cebu City,Philippines,4.1,48,10604,20427,15515,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
321,Garden design,Design and plant small garden. Can be scheduled for next week.,"['garden', 'plants', 'landscaping', 'outdoor']",Navotas City,Philippines,4.7,34,3426,4513,3969,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
241,Install door stopper,Install door stoppers throughout house. Already have the materials.,"['maintenance', 'repair', 'handyman']",Davao City,Philippines,4.8,13,873,1411,1142,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
122,Aircon repair,Aircon not cooling properly. May need freon refill. Can be scheduled for next week.,"['aircon', 'cooling', 'ventilation']",Muntinlupa City,Philippines,3.9,47,147194,316803,231998,PHP,fixed,MAJOR_RENOVATION,EXPERT,INDOOR
300,Ridge cap replacement,Replace damaged ridge caps.,"['roofing', 'waterproofing', 'repair']",Malabon City,Philippines,3.8,20,7120,12430,9775,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
295,Ridge cap replacement,Replace damaged ridge caps. Need experienced professional.,"['repair', 'installation', 'roofing']",Las Pinas City,Philippines,4.3,21,80414,117473,98943,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,INDOOR
153,Waterproofing paint,Apply waterproof paint to roof deck. Need experienced professional.,"['repainting', 'painting']",Pasay City,Philippines,4.9,36,9583,13679,11631,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
9,Install grease trap,Commercial kitchen grease trap installation required.,"['pipes', 'plumbing', 'water']",San Juan City,Philippines,3.7,28,376,621,498,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
220,Tank fabrication,Fabricate steel water tank. Please message for viewing.,"['metal', 'fabrication']",Las Pinas City,Philippines,4.7,31,1899,3255,2577,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
444,Leak detection,Find source of pool water loss. Already have the materials.,"['pool', 'cleaning', 'repair', 'maintenance']",Mandaluyong City,Philippines,3.6,45,12218,23045,17631,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
149,Fence painting,Paint concrete fence around property. Need to purchase materials.,"['repainting', 'painting', 'finishing', 'coating']",Pasay City,Philippines,4.9,16,3882,7363,5622,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
299,Replace damaged tiles,Several roof tiles cracked or missing. Already have the materials.,"['installation', 'roofing', 'waterproofing', 'repair']",Mandaluyong City,Philippines,4.4,39,2200,3791,2995,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
112,Aircon repair,Aircon not cooling properly. May need freon refill. Please message for viewing.,"['cooling', 'ventilation']",Mandaluyong City,Philippines,4.9,43,6086,11160,8623,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
43,Install doorbell system,Install wireless doorbell system with camera. Can be scheduled for next week.,"['electrical', 'installation', 'wiring']",Paranaque City,Philippines,3.8,46,4483,7581,6032,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
61,Furniture repair,Wooden chair needs leg repair and refinishing. Already have the materials.,"['carpentry', 'furniture']",Zamboanga City,Philippines,3.8,28,5141,8861,7001,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
360,Concrete polishing,Polish concrete floors for industrial look. Need to purchase materials.,"['tiles', 'flooring', 'installation']",Davao City,Philippines,3.6,37,32643,65470,49056,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
201,Steel trusses,Weld steel trusses for roof extension. Need to purchase materials.,"['fabrication', 'steel', 'metal']",Zamboanga City,Philippines,4.1,28,1793,2720,2256,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
39,Electrical panel upgrade,Need to upgrade from 30amp to 60amp breaker panel.,"['electrical', 'wiring', 'power', 'installation']",Cebu City,Philippines,4.3,18,496,635,565,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
349,Vinyl flooring,Install vinyl flooring in bedroom. First time homeowner.,"['refinishing', 'flooring', 'installation', 'tiles']",Mandaluyong City,Philippines,4.9,34,9327,15253,12290,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
263,Repair water dispenser,Water dispenser not heating water. Need experienced professional.,"['repair', 'maintenance', 'appliance']",Caloocan City,Philippines,3.7,7,8872,19505,14188,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,INDOOR
395,Loading/unloading,Load and unload moving truck. Price is negotiable.,"['delivery', 'relocation', 'hauling', 'moving']",Navotas City,Philippines,3.6,48,1192,1788,1490,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
287,Complete re-roofing,Replace entire roof with new materials. Please message for viewing.,"['roofing', 'installation', 'waterproofing', 'repair']",Quezon City,Philippines,3.9,31,7733,11580,9656,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
97,Aircon cleaning,Clean and service 3 aircon units. First time homeowner.,"['sanitization', 'maintenance']",Davao City,Philippines,4.5,15,1315,1689,1502,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
456,Chemical balancing,Test and balance pool chemicals. First time homeowner.,"['maintenance', 'pool', 'cleaning', 'repair']",Cebu City,Philippines,4.6,32,1636,2388,2012,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
129,Clean aircon unit,Annual cleaning and maintenance of aircon. Price is negotiable.,"['HVAC', 'ventilation', 'cooling', 'aircon']",Antipolo City,Philippines,3.5,2,1619,2042,1830,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
276,Repair refrigerator,Refrigerator not cooling. Compressor running. Very urgent - need ASAP.,"['repair', 'appliance', 'maintenance']",Davao City,Philippines,4.3,2,947,1285,1116,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
453,Liner repair,Patch pool liner tear. Please message for viewing.,"['pool', 'repair']",Mandaluyong City,Philippines,3.7,14,1990,2801,2395,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
372,Termite treatment,Termite activity found. Need inspection and treatment.,"['extermination', 'pest control']",Marikina City,Philippines,4.4,50,1974,2527,2250,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
358,Hardwood refinishing,Sand and refinish hardwood floors. Already have the materials.,"['refinishing', 'installation']",Taguig City,Philippines,3.8,7,2385,3193,2789,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
206,Build metal gate,Fabricate and install new sliding gate. Price is negotiable.,"['welding', 'metal', 'fabrication', 'steel']",Valenzuela City,Philippines,4.0,23,11425,14881,13153,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
155,Cabinet refinishing,Sand and repaint kitchen cabinets. Please message for viewing.,"['coating', 'painting', 'repainting', 'finishing']",Pasay City,Philippines,4.8,29,3919,6560,5239,PHP,fixed,MODERATE_PROJECT,ENTRY,INDOOR
499,Security gate,Install automatic security gate. Very urgent - need ASAP.,"['security', 'CCTV']",Davao City,Philippines,3.9,8,2608,3896,3252,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
293,Fix sagging roof,Roof section is sagging. Need reinforcement. Please message for viewing.,"['roofing', 'installation']",Manila,Philippines,4.7,39,4235,6463,5349,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
53,Install LED lighting,Replace all fluorescent with LED lighting throughout house. Already have the materials.,"['wiring', 'power', 'installation', 'electrical']",Taguig City,Philippines,4.3,7,420,518,469,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
25,Install new shower head,Need to install a new rain shower head in the bathroom. Need to purchase materials.,"['pipes', 'plumbing', 'fixtures', 'water']",Paranaque City,Philippines,3.5,47,2381,3417,2899,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
454,Winter closing,Prepare pool for off season. Need to purchase materials.,"['cleaning', 'maintenance', 'pool']",Las Pinas City,Philippines,4.1,21,2730,4639,3684,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
377,Snake removal,Snake found in property. Need removal. Very urgent - need ASAP.,"['extermination', 'prevention', 'pest control']",Davao City,Philippines,4.0,50,29648,45222,37435,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,BOTH
258,Fix TV,LCD TV has lines on screen. Can be scheduled for next week.,"['appliance', 'repair']",San Juan City,Philippines,4.4,33,3934,6153,5043,PHP,fixed,MODERATE_PROJECT,ENTRY,BOTH
348,Vinyl flooring,Install vinyl flooring in bedroom. Very urgent - need ASAP.,"['tiles', 'flooring', 'installation', 'refinishing']",Pasig City,Philippines,5.0,21,5147,9469,7308,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
383,Rat control,Rat infestation in attic and walls. Already have the materials.,"['pest control', 'treatment', 'prevention', 'extermination']",Cebu City,Philippines,4.6,18,15705,32220,23962,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
164,Texture painting,Apply texture paint to living room wall. Price is negotiable.,"['coating', 'repainting']",Navotas City,Philippines,3.8,49,1309,1990,1649,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
452,Leak detection,Find source of pool water loss.,"['cleaning', 'repair']",Marikina City,Philippines,4.1,50,7355,10691,9023,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
335,Underlayment install,Install subfloor underlayment. First time homeowner.,"['flooring', 'refinishing', 'tiles', 'installation']",Valenzuela City,Philippines,4.5,30,1878,2490,2184,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
419,Fireplace removal,Remove old fireplace structure.,"['hauling', 'removal']",Navotas City,Philippines,3.6,28,53289,78693,65991,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
365,Fumigation,Complete house fumigation. Can be scheduled for next week.,"['prevention', 'pest control', 'treatment']",Caloocan City,Philippines,3.6,34,4208,6529,5368,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
459,Weekly maintenance,Weekly pool maintenance service. Already have the materials.,"['repair', 'pool']",Zamboanga City,Philippines,4.8,1,3190,6283,4736,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
274,Fix blender,Blender motor burnt out. Can be scheduled for next week.,"['electronics', 'repair', 'appliance', 'maintenance']",Manila,Philippines,4.4,46,1228,1997,1612,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
77,Complete house framing,Full house wood framing for extension.,"['carpentry', 'wood', 'construction', 'furniture']",Marikina City,Philippines,3.7,13,1360,1904,1632,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
474,Safe installation,Install wall safe. Can be scheduled for next week.,"['alarm', 'security', 'CCTV']",Caloocan City,Philippines,4.2,13,11061,14910,12985,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
110,Multi-split system install,Install multi-split system for 3 rooms. Need experienced professional.,"['ventilation', 'HVAC', 'cooling']",Antipolo City,Philippines,4.7,4,4402,8094,6248,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
34,Complete house rewiring,Full house electrical rewiring. Old wires need replacement. Already have the materials.,"['electrical', 'wiring']",Pasig City,Philippines,4.7,49,5488,10039,7763,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
389,Same day moving,Emergency same day moving service. Need to purchase materials.,"['relocation', 'moving']",Valenzuela City,Philippines,3.5,48,1378,2092,1735,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
75,Build kitchen cabinet,Need custom kitchen cabinet 2 meters wide. Need experienced professional.,"['wood', 'construction', 'furniture', 'carpentry']",Navotas City,Philippines,4.1,48,1952,3019,2485,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
254,Fix washing machine,Washing machine not spinning. Makes loud noise. Already have the materials.,"['maintenance', 'repair']",Malabon City,Philippines,4.8,49,1093,1512,1302,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
442,Wall removal,Remove non-load bearing wall. Price is negotiable.,"['teardown', 'hauling', 'removal', 'demolition']",Marikina City,Philippines,3.8,32,11330,19751,15540,PHP,fixed,MODERATE_PROJECT,EXPERT,BOTH
223,Build metal gate,Fabricate and install new sliding gate.,"['metal', 'steel', 'fabrication', 'welding']",Taguig City,Philippines,4.0,16,821,1423,1122,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
316,Paver installation,Install pavers for garden pathway. Very urgent - need ASAP.,"['plants', 'landscaping', 'garden']",Las Pinas City,Philippines,3.5,5,1128,1748,1438,PHP,fixed,MINOR_REPAIR,EXPERT,BOTH
31,Electrical panel upgrade,Need to upgrade from 30amp to 60amp breaker panel. Price is negotiable.,"['electrical', 'power', 'wiring']",San Juan City,Philippines,5.0,11,1280,1699,1489,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
226,Replace ceiling tiles,Several ceiling tiles water damaged. Very urgent - need ASAP.,"['repair', 'home improvement', 'handyman', 'maintenance']",Davao City,Philippines,4.8,35,1971,2596,2283,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
88,Pool cleaning,Swimming pool cleaning and maintenance. Very urgent - need ASAP.,"['cleaning', 'maintenance']",Manila,Philippines,4.0,39,1655,2203,1929,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
195,Stair railing,Fabricate and install stair railing. Very urgent - need ASAP.,"['fabrication', 'welding', 'steel']",Manila,Philippines,4.3,26,939,1240,1089,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
221,Carport construction,Build steel carport structure. First time homeowner.,"['fabrication', 'metal', 'steel', 'welding']",Navotas City,Philippines,3.9,24,4267,6857,5562,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
230,Patch drywall hole,Large hole in drywall needs patching. Can be scheduled for next week.,"['home improvement', 'maintenance', 'handyman', 'repair']",Pasay City,Philippines,3.5,31,4789,8244,6516,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
45,Install solar panel wiring,Connect solar panel system to house electrical. Can be scheduled for next week.,"['electrical', 'power', 'wiring']",Pasay City,Philippines,3.7,27,602,864,733,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
425,Bathroom demo,Gut bathroom for renovation. Already have the materials.,"['hauling', 'demolition', 'removal', 'teardown']",Cebu City,Philippines,3.9,9,6915,10368,8641,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
330,Retaining wall planting,Plant terraced garden on retaining wall. Price is negotiable.,"['plants', 'landscaping', 'outdoor', 'garden']",Paranaque City,Philippines,4.0,28,4886,7674,6280,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
166,Wall repair and paint,Patch wall cracks then repaint room.,"['coating', 'finishing', 'repainting', 'painting']",Pasig City,Philippines,3.8,27,34395,48333,41364,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
136,Refrigerant recharge,Aircon needs freon recharge. Low cooling. Please message for viewing.,"['HVAC', 'cooling', 'ventilation', 'aircon']",Pasig City,Philippines,4.5,2,8437,14513,11475,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,OUTDOOR
140,Fence painting,Paint concrete fence around property. Can be scheduled for next week.,"['coating', 'painting', 'repainting']",Pasig City,Philippines,4.8,29,10258,18107,14182,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,BOTH
393,Office relocation,Move office furniture and equipment. First time homeowner.,"['hauling', 'relocation', 'delivery', 'moving']",Malabon City,Philippines,4.4,8,18989,37692,28340,PHP,fixed,MAJOR_RENOVATION,EXPERT,BOTH
317,Retaining wall planting,Plant terraced garden on retaining wall. Please message for viewing.,"['landscaping', 'plants']",Zamboanga City,Philippines,3.7,31,6833,9079,7956,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
147,Cabinet refinishing,Sand and repaint kitchen cabinets. Already have the materials.,"['painting', 'finishing', 'coating', 'repainting']",Zamboanga City,Philippines,4.6,27,8172,12775,10473,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
396,Crate and ship,Crate valuable items for shipping. Very urgent - need ASAP.,"['moving', 'delivery', 'hauling']",Caloocan City,Philippines,4.2,25,6259,9118,7688,PHP,fixed,MODERATE_PROJECT,ENTRY,OUTDOOR
384,Termite treatment,Termite activity found. Need inspection and treatment. First time homeowner.,"['pest control', 'prevention']",Caloocan City,Philippines,4.7,32,1657,2978,2317,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,BOTH
13,Replace kitchen sink,Need to replace old kitchen sink with new stainless steel sink. Please message for viewing.,"['fixtures', 'water', 'pipes']",Paranaque City,Philippines,4.4,38,1132,1452,1292,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,OUTDOOR
148,Anti-rust treatment,Apply anti-rust treatment to metal structures.,"['finishing', 'repainting', 'coating', 'painting']",Davao City,Philippines,4.0,32,23916,46018,34967,PHP,fixed,MAJOR_RENOVATION,EXPERT,OUTDOOR
22,Fix toilet leak,Toilet base is leaking water. Need to reseat and reseal.,"['fixtures', 'pipes', 'plumbing', 'water']",Las Pinas City,Philippines,4.7,8,665,909,787,PHP,fixed,MINOR_REPAIR,ENTRY,OUTDOOR
4,Install bidet spray,Need to install bidet spray attachment to existing toilet.,"['plumbing', 'water', 'pipes', 'fixtures']",Mandaluyong City,Philippines,3.9,38,1364,1951,1657,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
33,Complete house rewiring,Full house electrical rewiring. Old wires need replacement. Price is negotiable.,"['wiring', 'power']",Mandaluyong City,Philippines,4.6,49,7887,13283,10585,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
234,Repair window,"Window glass cracked, needs replacement. Need experienced professional.","['home improvement', 'handyman']",Paranaque City,Philippines,3.6,9,301,395,348,PHP,fixed,MINOR_REPAIR,ENTRY,BOTH
465,Equipment installation,Install new pool equipment. Need to purchase materials.,"['repair', 'cleaning', 'pool', 'maintenance']",Las Pinas City,Philippines,4.4,19,4207,8231,6219,PHP,fixed,MODERATE_PROJECT,EXPERT,OUTDOOR
496,Door lock upgrade,Install smart door lock. Can be scheduled for next week.,"['installation', 'alarm', 'security', 'CCTV']",Paranaque City,Philippines,4.4,2,41854,67250,54552,PHP,fixed,MAJOR_RENOVATION,INTERMEDIATE,OUTDOOR
83,Complete house framing,Full house wood framing for extension. Already have the materials.,"['construction', 'furniture']",Quezon City,Philippines,4.9,34,7972,11891,9931,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
178,Hollow block laying,Lay hollow blocks for room addition. First time homeowner.,"['construction', 'concrete']",Cebu City,Philippines,4.7,19,3323,4349,3836,PHP,fixed,MINOR_REPAIR,ENTRY,INDOOR
275,Repair refrigerator,Refrigerator not cooling. Compressor running.,"['maintenance', 'repair']",Makati City,Philippines,4.0,50,779,1113,946,PHP,fixed,MINOR_REPAIR,INTERMEDIATE,INDOOR
487,CCTV installation,Install 4-camera CCTV system. Can be scheduled for next week.,"['installation', 'security']",Antipolo City,Philippines,3.8,40,17565,23380,20472,PHP,fixed,MODERATE_PROJECT,EXPERT,INDOOR
123,Aircon repair,Aircon not cooling properly. May need freon refill. Please message for viewing.,"['cooling', 'HVAC', 'ventilation', 'aircon']",Pasay City,Philippines,5.0,23,9668,19039,14353,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
156,Ceiling painting,Repaint ceiling in 3 bedrooms. Already have the materials.,"['repainting', 'painting']",Valenzuela City,Philippines,3.9,33,10929,14337,12633,PHP,fixed,MODERATE_PROJECT,INTERMEDIATE,INDOOR
